Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	# Decoy Protein: Combined	Coverage [%]	# Peptides	# PSMs	# Protein Unique Peptides	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Grouped): Empty	Abundances (Grouped): T1A	Abundances (Grouped): T1H	Abundances (Grouped): T3A	Abundances (Grouped): T3H	Abundances (Grouped): T5A	Abundances (Grouped): T5H	Abundances (Grouped): Wild	Abundances (Grouped) CV [%]: Empty	Abundances (Grouped) CV [%]: T1A	Abundances (Grouped) CV [%]: T1H	Abundances (Grouped) CV [%]: T3A	Abundances (Grouped) CV [%]: T3H	Abundances (Grouped) CV [%]: T5A	Abundances (Grouped) CV [%]: T5H	Abundances (Grouped) CV [%]: Wild	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Abundances Count: F1: 127C, Sample, Empty"	"Abundances Count: F1: 128C, Sample, Empty"	"Abundances Count: F1: 128N, Sample, T1A"	"Abundances Count: F1: 129N, Sample, T1A"	"Abundances Count: F1: 129C, Sample, T1H"	"Abundances Count: F1: 130N, Sample, T1H"	"Abundances Count: F1: 130C, Sample, T3A"	"Abundances Count: F1: 131N, Sample, T3A"	"Abundances Count: F1: 131C, Sample, T3H"	"Abundances Count: F1: 132N, Sample, T3H"	"Abundances Count: F1: 132C, Sample, T5A"	"Abundances Count: F1: 133N, Sample, T5A"	"Abundances Count: F1: 133C, Sample, T5H"	"Abundances Count: F1: 134N, Sample, T5H"	"Abundances Count: F1: 126, Sample, Wild"	"Abundances Count: F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20151.t1	Montipora_capitata_KBHIv3___RNAseq.g20151.t1	0	4.944	1	8	1	2	1	1	208	23.4	6.52	5.91	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s154_g10347	Durusdinium_trenchii_CCMP2556_v1___s154_g10347	0.002	3.215	13	3	1	1	0	1	617	67.2	6.38	0	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14943.t1	Montipora_capitata_KBHIv3___RNAseq.g14943.t1	0	37.509	0	13	12	12	12	12	1070	119.2	7.61	16.61	12	0	436.9	416.8	376.8	379.2	339.1	605.4	530.7	387.6		20	12.03	11.25	3.66	50.67	46.76	6.89		436.9	480.5	361.5	346	410.3	350.1	410.7	348	330.5	880.8	416.1	376.4	748.3	369.1	407		2	5	5	5	5	5	5	5	4	5	4	5	5	5	5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g28520.t1	Montipora_capitata_KBHIv3___TS.g28520.t1	0	21.364	0	14	5	6	5	5	690	77.2	6.19	11.05	5	0		29.4	25.9	34.2	29.3	27.4	35.1	26.2		25.47	23.68	24.88	27.35	7.29	24.48	22.4			24.5	35.3	21.9	30.7	40.9	28.6	24.1	35.6	28.9	26	29.5	41.8	22.3	30.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49683.t1	Montipora_capitata_KBHIv3___RNAseq.g49683.t1	0	15.212	0	13	5	6	5	5	427	47.9	5.11	4.75	5	0	73.2	96.1	183.7	111.8	179.5	156.3	91.9	94.9		11.41	3.36	47.73	7.78	46.94	83.53	38.38		73.2	104.2	88.7	179.4	188.1	78.7	158.9	189.6	169.8	220.7	110.7	181.2	46.6	125.4	71.9		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g30787.t1	Montipora_capitata_KBHIv3___TS.g30787.t1	0	11.274	0	30	2	2	2	2	118	13.7	6.68	2.15	2	0	728.2	87.9	113.5	112.3	113.4	107.8	84.5	94.8		18.9	11.39	7.72	2.99	19.98	2.97	11.94		728.2	76.8	100.5	104.7	123	118.6	106.3	111	115.8	124.3	93.5	82.7	86.3	103.2	87.1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19074.t1	Montipora_capitata_KBHIv3___RNAseq.g19074.t1	0.003	2.796	15	2	1	1	1	1	1256	144.1	6.89	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44212.t1	Montipora_capitata_KBHIv3___RNAseq.g44212.t1	0	5.995	1	6	2	3	2	2	372	41.9	7.97	0	2	0	428.1	74.8	88.3	92.4	68.3	76.7	98.1	68.3		9.71	1.01	4.4	0.49	7.19	5.31	11.11	428.1		80.1	69.8	87.7	89	89.5	95.3	68.1	68.5	80.7	72.9	101.9	94.5	63.1	73.9	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s1302_g38432	Durusdinium_trenchii_CCMP2556_v1___s1302_g38432	0.002	2.997	13	3	1	1	1	1	588	64.7	7.37	0	1	0		26.3	21.6	32.3	13.5	29.4	35.7	29.4		10.24	4.11	13.65	6.89	0.57	54.8	35.45			24.5	28.3	22.2	21	35.6	29.3	14.2	12.9	29.6	29.3	23.7	53.7	22.8	38			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g46319.t1	Montipora_capitata_KBHIv3___RNAseq.g46319.t1	0	6.79	0	11	2	2	2	2	274	31.1	4.98	0	2	0		90.4	53.4	77.1	47.3	92.3	74.1	79.2		4.64	9.1	6	14.11	9.42	1.68	23.2			87.5	93.4	50	56.9	80.4	73.9	42.8	52.2	86.3	98.6	73.2	75	67.1	93.4			1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18489.t1	Montipora_capitata_KBHIv3___RNAseq.g18489.t1	0	19.907	0	11	3	5	3	3	363	39.1	8.95	5.82	3	0		394.7	420.1	380.2	636.4	304.8	453.6	372		8.23	2.38	6.16	5.75	44.42	48.59	16.05			418.4	372.4	427.2	413.1	364	397.1	611	662.8	220.2	421.8	649	317	416.9	331.9			3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49577.t1	Montipora_capitata_KBHIv3___RNAseq.g49577.t1	0	13.166	0	23	3	6	3	3	158	17.7	9.36	7.37	3	0	86.8	428.7	456.1	636.1	705.6	68.9	223.5	542.4		11.17	13.13	32.98	10.58	137.45	115.31	10.98		86.8	396	464	415.6	500.6	806.7	501.6	654.6	760.5	8.2	576.6	700.7	71.3	586.3	501.8		2	3	3	3	3	3	3	3	3	1	3	3	3	3	3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42023.t1	Montipora_capitata_KBHIv3___RNAseq.g42023.t1	0	36.442	0	17	10	12	10	10	726	82.4	4.96	30	10	0	356.5	367.1	488.2	419.9	538.7	371.7	443.5	344.9		2.2	3.96	2.08	6.75	15.81	3.23	1.83		356.5	372.9	361.5	502.1	474.8	426.1	413.7	565	513.6	415.9	332.2	433.5	453.7	340.5	349.4		2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15962.t1	Montipora_capitata_KBHIv3___RNAseq.g15962.t1	0	11.016	0	22	3	3	1	1	148	16.2	8.66	7.03	3	2	598.8	171.2	149.4	116.5	172.9	213.7	233.2	125.1		0.86	33.72	1.6	12.08	17.58	0.92	14.21	598.8		170.2	172.3	117.2	190.5	117.8	115.2	188.3	158.7	242.2	188.6	231.7	234.7	113.1	138.4	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39782.t1	Montipora_capitata_KBHIv3___RNAseq.g39782.t1	0	7.772	0	8	3	3	3	3	519	58	7.23	6.04	3	0		74.2	108.5	91.5	94.2	90.9	44.6	62.6		14.44	4.44	31.09	16.3	36.02	28.76	35.19			82.2	67	111.9	105.1	73.2	114.4	105.8	83.9	117.9	70	54.8	36.3	80.7	48.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12899.t1	Montipora_capitata_KBHIv3___RNAseq.g12899.t1	0	6.286	0	2	2	2	2	2	910	101.2	6.71	5.08	2	0		172.6	145.1	159.4	111	143	81.6	150.4		4.47	0.11	0.7	0.58	12.92	19.36	6.91			167.3	178.2	145.2	145	158.6	160.2	111.5	110.5	130.5	156.7	93.7	71.1	143.2	157.9			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g44802.t1	Montipora_capitata_KBHIv3___TS.g44802.t1	0	26.038	0	27	5	7	5	5	328	37.4	5.68	11.3	5	0		73.5	67.5	65.8	65.4	86.6	68.3	73.3		6.76	6.41	0	6.22	2.09	26.6	5.22			70	77.1	70.6	64.5	65.8	65.8	68.3	62.6	85.3	87.9	82.6	56.5	76.1	70.7			3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19324.t1	Montipora_capitata_KBHIv3___RNAseq.g19324.t1	0	3.68	1	3	2	2	2	2	617	70.7	6.51	0	2	0																																																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s57_g4868	Durusdinium_trenchii_CCMP2556_v1___s57_g4868	0	23.517	0	8	6	6	0	3	873	94.1	7.17	4.8	6	2		324.3	228.7	451.2	66.3	313.5	327	348.6		11.51	4.78	24.52	11.99	17.37	86.18	39.05			298.9	351.8	221.1	236.5	537.6	378.7	72.1	60.9	354.7	277.1	161.1	663.8	262.5	462.8			5	5	5	5	5	5	5	5	5	5	5	5	5	5	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000353474.1	Cladocopium_goreaui_v3___evm.model.scf7180000353474.1	0.009	1.773	63	1	1	1	1	1	547	60.3	8.59	0	1	0		59.5	60.3	62.1	43.2	71.9	78.7	59.9		0.48	7.42	6.98	4.68	4.21	17.02	9.05			59.3	59.7	63.5	57.2	65.2	59.1	44.6	41.8	69.8	74.1	69.8	88.8	56.2	63.9			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44183.t1	Montipora_capitata_KBHIv3___RNAseq.g44183.t1	0	6.503	0	16	3	3	3	3	185	21.1	10.21	4.29	3	0		31.5	39.7	29.2	40.2	30.5	37.4	26.1		16.47	33.07	13.45	2.77	3.23	21.26	17.08			35.4	28	31.3	50.4	32.2	26.6	41	39.4	31.2	29.8	43.5	32.1	23.2	29.5			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s21_g2208	Durusdinium_trenchii_CCMP2556_v1___s21_g2208	0	9.771	0	18	4	5	0	1	342	36.7	6.87	7.62	4	0	152.2	166.6	146.5	296.9	46.2	171.5	198.9	187.8		16.16	15.04	15.78	5.09	19.98	92.93	53.47		152.2	148.5	186.9	163	131.7	332	265.4	44.6	47.9	197.7	148.7	90.5	437.3	126.2	279.5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33761.t1	Montipora_capitata_KBHIv3___RNAseq.g33761.t1	0	16.311	0	29	3	4	3	3	145	17	8.44	5.77	3	0		104.7	79.9	49.3	62.8	123.5	103.1	61.2		12.91	8.94	8.53	4.63	4.93	1.95	74.78			114.7	95.5	75	85.1	46.4	52.3	64.9	60.8	119.3	127.9	104.5	101.7	34	110.2			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000356067.34	Cladocopium_goreaui_v3___evm.model.scf7180000356067.34	0.004	2.401	23	6	1	1	1	1	259	29.2	6.65	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12818.t1	Montipora_capitata_KBHIv3___RNAseq.g12818.t1	0	3.769	1	8	1	1	1	1	261	29.6	8.44	2.67	1	0																																																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39881.t1	Montipora_capitata_KBHIv3___RNAseq.g39881.t1	0	8.918	0	5	2	2	2	2	548	61.8	7.88	2.73	2	0	551.8	91.9	110.9	91.2	112.6	89.1	98	86.9		26.16	1.14	4.04	11	7.59	2.03	4.78		551.8	110.8	76.2	110	111.8	88.6	93.8	104.2	121.7	84.5	94	99.5	96.6	89.9	84		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24149.t1	Montipora_capitata_KBHIv3___RNAseq.g24149.t1	0	44.302	0	28	12	29	12	12	428	47.2	6.62	33.87	12	0	1097.1	823.2	885.8	812.9	904.5	943.4	802.7	823.5		7.62	5.3	5.45	4.4	23.29	24.77	2.74		1097.1	779.9	868.8	919.6	853.2	782.2	844.8	876.8	933.1	1113.9	799	958.1	672.5	807.7	839.6		5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000356927.20	Cladocopium_goreaui_v3___evm.model.scf7180000356927.20	0.001	3.518	7	1	1	1	1	1	1810	199.6	8.94	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26587.t1	Montipora_capitata_KBHIv3___RNAseq.g26587.t1	0	13.962	0	6	3	7	3	3	508	57.9	8.92	8.99	3	0	1313.8	477.8	390	421.8	378.3	471.9	502.9	464.7		4.92	10.62	2.05	11.35	6.07	23.2	4.63		1313.8	461.5	494.7	420.5	361.8	428	415.7	349	410	492.6	452	426.2	593.4	449.8	480.2		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7452.t1	Montipora_capitata_KBHIv3___RNAseq.g7452.t1	0	4.059	1	3	2	2	2	2	876	101	6.07	2.17	2	0	68.4	151.2	169.7	197.9	137.6	95.1	108.2	108.9		24.63	6.38	9.64	0.29	16.45	25.38	25.22		68.4	126.8	180.3	162.2	177.5	184.8	211.9	137.9	137.3	84.6	106.9	90.3	129.8	91	130.5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23978.t1	Montipora_capitata_KBHIv3___RNAseq.g23978.t1	0.004	2.301	25	7	1	1	1	1	110	12.4	4.91	0	1	0	370.5	85.2	75.4	75.3	63.6	68.4	59.3	69.5		14.27	11.78	5.17	4.25	11.34	0.08	16.83		370.5	77	94.3	69.4	82	72.6	78.1	61.7	65.5	74.2	63.2	59.3	59.3	61.7	78.3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g46869.t1	Montipora_capitata_KBHIv3___TS.g46869.t1	0	6.429	0	4	3	3	3	3	670	74.2	8.94	2.2	3	0		125.7	102.4	102.4	123.7	142.3	147.6	105.7		4.88	3.06	5.82	4.05	5.57	0.67	25.17			121.5	130.1	100.3	104.7	106.7	98.3	127.3	120.2	148	136.8	148.2	146.9	88.3	126.6			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41385.t1	Montipora_capitata_KBHIv3___RNAseq.g41385.t1	0	12.584	0	12	2	4	2	2	127	14	9.55	0	2	0		88	58.5	71.9	53.1	75.9	59.8	58		3.87	19.76	7.26	6.5	20.26	11.3	3.11			90.4	85.6	50.9	67.4	68.3	75.6	50.7	55.6	65.7	87.7	64.8	55.2	59.3	56.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5113.t1	Montipora_capitata_KBHIv3___RNAseq.g5113.t1	0	19.25	0	12	7	7	7	7	692	77.6	6.83	2.71	7	0	122	645	607.9	591.9	629.5	575.7	618.3	680.8		2.79	4.14	0.1	7.93	10.48	1.73	9.11		122	657.8	632.4	590.4	626	592.3	591.5	595.1	665.8	534.5	620.1	610.8	625.9	726.1	638.2		1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39606.t1	Montipora_capitata_KBHIv3___RNAseq.g39606.t1	0	41.469	0	22	7	10	7	7	478	52	7.66	27.68	7	0	195.7	248.3	212.9	254.9	151.9	210.3	212.2	189.9	7.09	20.81	11.62	5.64	25.55	10.01	25.31	7.65	205.7	186.1	214.1	288	231.2	196.1	244.9	265.3	126.5	182.3	225.8	195.9	177.1	254.3	179.9	200.4	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g33795.t1	Montipora_capitata_KBHIv3___TS.g33795.t1	0	23.28	0	3	9	9	3	3	4397	504.9	4.83	10.83	9	3		96.5	93.7	99.1	86.8	88.4	72.1	99.5		2.91	20.97	0.01	0.78	4.59	12.22	6.23			98.6	94.6	80.7	108.8	99.1	99.1	87.2	86.3	91.3	85.5	66.1	78.6	95.2	104			3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g31487.t2	Montipora_capitata_KBHIv3___TS.g31487.t2	0	4.004	1	6	2	2	2	2	263	30.5	8.5	2.55	2	0		96.9	87.5	86	84	116.5	100.8	98.8		6.84	7.46	3.48	2.41	6.95	14.48	10.44			101.7	92.3	92.3	83	88.1	83.9	82.5	85.4	122.4	110.9	111.7	91	106.4	91.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37246.t1	Montipora_capitata_KBHIv3___RNAseq.g37246.t1	0	7.027	0	17	2	2	2	2	225	25.2	5.53	2.87	2	0		48.2	40	34.1	34.9	45.4	50.3	49.1		1.23	20.3	0.63	6.94	2.48	0.16	0.23			48.7	47.8	46.2	34.6	34.2	33.9	33.3	36.7	46.2	44.6	50.3	50.4	49	49.2			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41352.t1	Montipora_capitata_KBHIv3___RNAseq.g41352.t1	0	183.412	0	37	29	173	20	20	929	103.7	5.83	322.14	29	9	4665	2699.8	3116	2661.8	4805.8	2763.5	3876.2	3323.6	23.42	10.3	9.05	2.16	2.61	19.19	11.84	9.61	5513.8	3946.9	2904.1	2509.8	3322.2	2922.7	2702.7	2621.4	4717.9	4895.4	3167.8	2410.8	4215.4	3564.3	3557.8	3104.9	3	10	27	27	27	27	27	27	27	27	27	27	27	27	27	27	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47193.t1	Montipora_capitata_KBHIv3___RNAseq.g47193.t1	0	4.836	1	6	1	2	1	1	170	19.1	6.32	2.08	1	0	135.2	142	151.5	141.6	134.6	140.3	138.5	137.3	14.15	9.49	8.91	10.52	4.56	23.59	30.24	0.12	122.3	149.5	132.8	151.9	161.4	142.3	152.6	131.5	130.3	139	166	118.5	111.5	172.1	137.4	137.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g29990.t1	Montipora_capitata_KBHIv3___TS.g29990.t1	0	12.434	0	7	3	4	3	3	424	46.8	4.87	12.58	3	0	116.3	278.4	192.3	286.4	193	153.4	65.5	374.1	7.16	67.05	5.41	0.18	3.88	86.26	72.77	14.73	122.3	110.5	166.3	466.1	185.1	199.8	286.8	286.1	187.8	198.4	75.5	311.6	115.6	37.1	337	415.3	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s9_g1100	Durusdinium_trenchii_CCMP2556_v1___s9_g1100	0	20.131	0	3	5	9	0	5	1810	202.1	6.48	7.85	5	0	464.4	306.4	329.9	419	112.4	268.6	471.2	307.8		17.33	5.47	7.44	1.69	12.24	84.52	58.26		464.4	270.9	346.5	343	317.4	441.6	397.5	113.7	111	293	246.3	236.4	938.9	198.6	476.9		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g4681.t1	Montipora_capitata_KBHIv3___TS.g4681.t1	0	46.947	0	35	13	16	12	12	426	48	7.55	22.3	13	0	813.3	1036.1	1245.7	1148.5	1080.1	949.3	908.9	956.7		11.08	6.36	11.71	3.31	1.8	4.48	2.73		813.3	1120.7	957.9	1303.1	1190.9	1057	1247.9	1105.7	1055.1	961.4	937.3	880.6	938.2	975.4	938.5		2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40388.t1	Montipora_capitata_KBHIv3___RNAseq.g40388.t1	0	19.589	0	3	5	6	5	5	1847	201.6	4.88	9.85	5	0		51.6	27.1	49.7	72.9	40.6	87.4	59		9.29	82.92	7.22	4.63	85.28	38.46	50.99			55.2	48.4	13.8	53.1	52.3	47.2	75.3	70.6	20.2	81.6	115.5	66.1	40.5	86.1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20510.t1	Montipora_capitata_KBHIv3___RNAseq.g20510.t1	0	31.192	0	18	10	13	10	10	557	59.1	8.25	12.92	10	0	778.8	1078.4	1031.5	949.5	922.5	945.3	1015.6	1055		7.92	16.99	7.52	4.72	13.57	16.48	9.13		778.8	1140.5	1019.6	914.2	1163.9	1001.5	900.3	892.2	953.8	858.6	1040.9	1141.8	903.4	988.9	1125.5		1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
