Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g30093.t1	Montipora_capitata_KBHIv3___RNAseq.g30093.t1	0	FALSE	84.916	36	14	52	13	430	48.5	5.29	36.42	14	2		799	1289.3	1384.7	1303.7	1274.1	1285	1320.2	1306.7	1268.7	1137.7	1352.4	1211.5	1204.1	1248.7	1299.1	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g2584.t1	Montipora_capitata_KBHIv3___RNAseq.g2584.t1	0	FALSE	5.807	1	1	1	1	1690	179.6	7.12	2.89	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20090.t1	Montipora_capitata_KBHIv3___RNAseq.g20090.t1	0.001	FALSE	3.041	3	1	1	1	426	48.1	9.04	1.84	1	0			18.6	16.1	19.4	18.5	17.3	16.5	17.6	12.9	10	14.5	11.1	16.5	14.5	15.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14650.t1	Montipora_capitata_KBHIv3___RNAseq.g14650.t1	0	FALSE	22.017	17	6	8	1	368	41.5	5.67	6.55	6	0		250.1	43.7	42.9	29	27	45.9	37.8	19.1	22.7	30.1	42.2	24.2	3	45.5	32.4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26218.t1	Montipora_capitata_KBHIv3___RNAseq.g26218.t1	0.006	FALSE	1.947	1	1	1	1	1156	130.4	6.28	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g10393.t1	Montipora_capitata_KBHIv3___RNAseq.g10393.t1	0	FALSE	282.348	24	75	90	75	3716	418.3	4.77	85.42	75	0	444.7	1701.7	2511.4	2643.6	2680	2564.6	2518.7	2701.8	2840.4	2713	2215.7	2676.3	2360.1	2240	2650.9	2628.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18495.t1	Montipora_capitata_KBHIv3___RNAseq.g18495.t1	0	FALSE	41.248	26	9	12	9	483	54.1	6.64	7.77	9	0	604.5	365.5	576.1	666.9	594	529.5	581.7	637	461.3	433.6	699.3	564.1	430	592.5	510.6	628.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23198.t1	Montipora_capitata_KBHIv3___RNAseq.g23198.t1	0	FALSE	82.202	45	18	43	18	405	45.5	4.65	37.64	18	0	2795	5647.6	4799.7	4924.7	5602	5016.9	4400.8	5212	5171.8	4697.2	4798.3	4870.1	4322.1	4547.7	5416.4	5153.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g4688.t2	Montipora_capitata_KBHIv3___TS.g4688.t2	0	FALSE	84.214	31	16	25	16	705	78.9	6.83	22.13	16	0	1736.8	115.7	1178.6	1174.3	1896.7	1609.2	1822.2	1482.4	1738.7	1920.8	1355.2	1111.9	1654.5	1260.2	1623.5	1344.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26627.t1	Montipora_capitata_KBHIv3___RNAseq.g26627.t1	0	FALSE	19.566	11	5	10	5	469	50.1	4.91	15.8	5	0		611.1	165.2	179.8	178.7	145.5	163.3	171.1	208.8	150.7	136.3	174.9	166.1	143.8	172.7	184.1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g7314.t2	Montipora_capitata_KBHIv3___TS.g7314.t2	0	FALSE	11.45	2	2	2	2	1511	164.3	7.62	2.11	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27628.t1	Montipora_capitata_KBHIv3___RNAseq.g27628.t1	0.001	FALSE	4.219	5	1	1	1	213	24.1	9.2	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g47187.t1	Montipora_capitata_KBHIv3___TS.g47187.t1	0	FALSE	22.21	30	6	7	6	210	23.4	8.24	12.61	6	0		31.8	217.8	207.6	249.7	275.8	262.1	217.5	269.1	253.7	551	356.5	510.1	12.2	194.5	207.1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g50709.t2	Montipora_capitata_KBHIv3___TS.g50709.t2	0	FALSE	31.371	21	7	11	5	405	46.4	5.16	12.49	7	0		446.1	259.8	271.6	210	226.1	279.3	290	172	156.7	291.4	255.6	201.4	279.9	276.8	325.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27766.t1	Montipora_capitata_KBHIv3___RNAseq.g27766.t1	0	FALSE	6.292	6	1	1	1	253	29.1	10.54	0	1	0			34	31.1	18.9	24	50.5	33.5	27.4	18.2	23.7	28.7	22.4	26.1	33.5	23.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40143.t1b	Montipora_capitata_KBHIv3___RNAseq.g40143.t1b	0	FALSE	8.399	9	3	3	3	352	41.4	6.93	2.37	3	0			125.3	120.6	135.9	121.3	152.7	137.7	98.8	87.5	122.9	85.3	98.4	107.7	134.2	92.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11980.t1	Montipora_capitata_KBHIv3___RNAseq.g11980.t1	0	FALSE	8.906	6	3	3	3	544	60.7	5.29	0	3	0			488.1	511.2	393.5	407.7	442.6	389.6	397.1	402.2	513.4	571.5	460.7	521.8	408.4	467.3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35054.t1	Montipora_capitata_KBHIv3___RNAseq.g35054.t1	0	FALSE	29.048	9	9	10	9	1261	139.5	6.73	3.94	9	0		367.1	147.7	107.1	171.4	134.1	133.6	170.1	204.3	171.2	129.3	87.5	117.7	107.1	123.7	100.8	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13118.t1a	Montipora_capitata_KBHIv3___RNAseq.g13118.t1a	0	FALSE	19.819	12	4	4	4	596	65	6.49	6.44	4	0	1300.1		17.8	23.9	23.7	24	19.9	20	22	22.8	15.8	17.9	16.3	17.2	18	22.8	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g45110.t1	Montipora_capitata_KBHIv3___RNAseq.g45110.t1	0	FALSE	22.619	36	4	9	4	181	20.4	4.6	2.95	4	0		167.3	481.5	630.2	357.8	309.5	503.9	434.5	288.4	262.6	263.2	370	290.4	284.9	402.6	524.2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11725.t1	Montipora_capitata_KBHIv3___RNAseq.g11725.t1	0	FALSE	32.227	6	9	9	9	1937	216.2	5.17	8.33	9	0		160.4	107.3	108.5	126.8	115.1	119	118.7	154	139.4	127.6	108.1	134.9	126.5	93.6	110.8	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5007.t1	Montipora_capitata_KBHIv3___RNAseq.g5007.t1	0	FALSE	14.88	12	4	6	4	402	45.3	4.49	5.02	4	0			70.8	82.4	56.8	61.3	92.9	70.5	64.8	71.5	127.2	65.6	85.9	93.5	75	64.2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g21706.t1	Montipora_capitata_KBHIv3___RNAseq.g21706.t1	0.001	FALSE	3.666	2	2	2	2	889	101.4	5.86	0	2	0			54.4	67.5	64.3	55	57.9	65.2	59.2	57.5	58	53.2	43.5	57.1	52.5	57	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g10321.t1	Montipora_capitata_KBHIv3___RNAseq.g10321.t1	0	FALSE	5.018	5	1	1	1	486	53.3	4.49	3.33	1	0																	Not Found	Not Found	High	Not Found	High	High	Not Found	High	Not Found	High	High	Not Found	High	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20434.t1	Montipora_capitata_KBHIv3___RNAseq.g20434.t1	0.008	FALSE	1.847	4	1	1	1	276	30.9	8.79	0	1	0																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13155.t1	Montipora_capitata_KBHIv3___RNAseq.g13155.t1	0	FALSE	5.672	4	1	1	1	285	30	5.22	3.59	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g6865.t1a	Montipora_capitata_KBHIv3___TS.g6865.t1a	0	FALSE	5.43	3	2	2	2	487	53.7	8.03	2.48	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g36364.t1	Montipora_capitata_KBHIv3___RNAseq.g36364.t1	0	FALSE	8.764	20	2	6	2	127	14	6.48	4.4	2	0		233.8	629.7	691.6	461.8	429.7	397.5	460.1	486	453.6	161.6	614.8	259.5	256	644	610.4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34961.t1	Montipora_capitata_KBHIv3___RNAseq.g34961.t1	0	FALSE	11.384	19	2	6	2	147	16.5	4.74	12.1	2	0	1110.6	189.3	95	95.1	81.7	91.7	89.3	82.6	76.6	67.9	68.6	92.5	87.7	83.9	85.6	101.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22997.t1	Montipora_capitata_KBHIv3___RNAseq.g22997.t1	0	FALSE	84.24	13	21	23	21	2102	240.1	5.59	20.61	21	0	407	1062.3	982.5	900.9	1162	1090.2	1177.4	1415.3	1010	1040.5	845	772.2	823.5	1013.9	777.8	874.9	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49793.t1	Montipora_capitata_KBHIv3___RNAseq.g49793.t1	0	FALSE	5.044	24	2	2	2	131	13.5	5.01	2.74	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44234.t1	Montipora_capitata_KBHIv3___RNAseq.g44234.t1	0.022	FALSE	1.323	1	1	1	1	751	84.5	6.62	0	1	0																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g28019.t1	Montipora_capitata_KBHIv3___TS.g28019.t1	0	FALSE	12.419	7	4	4	4	703	80.6	5.38	2.33	4	0		238.8	218	230.3	166.1	187.7	212	226.9	216.7	211.6	102.2	235.7	215.6	92.4	226.4	226.3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27154.t1b	Montipora_capitata_KBHIv3___RNAseq.g27154.t1b	0	FALSE	6.679	7	2	2	1	241	27	4.7	2.86	2	0		90.8	71.9	63.1	126.8	95.6	68.3	75	117.9	141.2	38.9	55.2	95	60.3	64.9	76.8	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g8870.t1	Montipora_capitata_KBHIv3___RNAseq.g8870.t1	0	FALSE	6.204	11	2	2	2	221	24.5	7.43	0	2	0		183.3	48.1	43.6	55.2	67.2	57.7	44.6	57.4	76.4	56.8	48.8	60.5	63.9	57.4	58.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22420.t1	Montipora_capitata_KBHIv3___RNAseq.g22420.t1	0	FALSE	5.725	2	1	1	1	868	98.2	5.82	2.59	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41318.t1	Montipora_capitata_KBHIv3___RNAseq.g41318.t1	0	FALSE	8.011	5	2	2	2	517	60.2	7.06	2.07	2	0			26.2	31.4	24.9	36.9	30.8	25.9	23	26.9	23.8	25.7	27.2	57.3	26.8	21.3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39967.t1	Montipora_capitata_KBHIv3___RNAseq.g39967.t1	0	FALSE	6.895	9	2	2	2	249	27.5	7.69	3.08	2	0			39.8	46.1	49.6	38	47.1	46.9	48.2	61.1	61.1	42.3	45.1	75.7	38.5	46.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g18522.t1	Montipora_capitata_KBHIv3___TS.g18522.t1	0	FALSE	178.397	15	49	58	48	3807	437.9	5.45	58.72	49	0	3036.5	768.8	1727.2	1987.4	2183.1	2174.6	2045.1	2158.8	2016.5	2009.9	1665.3	1756.1	1690.6	1891.8	1831.8	1895.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35418.t1	Montipora_capitata_KBHIv3___RNAseq.g35418.t1	0.001	FALSE	3.65	1	1	1	1	926	105.7	6.86	0	1	0																	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	High	High	High	High	High	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29458.t1	Montipora_capitata_KBHIv3___RNAseq.g29458.t1	0	FALSE	37.175	12	12	13	12	1126	125	7.78	14.65	12	0		509.8	438	289.8	373.2	571.7	392.9	347.8	350	411.6	460	409.2	603	336.2	416.5	252.3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g20260.t1	Montipora_capitata_KBHIv3___TS.g20260.t1	0	FALSE	10.275	3	2	3	1	983	110.7	5.24	4.97	2	0			14.4	22.5	19.5	16.7	19.8	19.3	13.3	9.1	15	13.1	16.1	23.4	13.8	21.2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37420.t1	Montipora_capitata_KBHIv3___RNAseq.g37420.t1	0.001	FALSE	3.018	7	1	1	1	128	15	7.68	0	1	0		205	120.2	127.7	114.6	122.6	126.7	133.8	106.1	93.4	110	123.3	112.6	100.1	111.3	128.5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47342.t1	Montipora_capitata_KBHIv3___RNAseq.g47342.t1	0	FALSE	14.945	15	3	3	3	291	33.1	5.5	2.8	3	0		169.8	81.8	96.1	58.4	63.6	67.6	61	62.9	52.2	77.7	108	84	72	68.2	99.2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7421.t1	Montipora_capitata_KBHIv3___RNAseq.g7421.t1	0.023	FALSE	1.277	3	1	1	1	258	30.1	6.71	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47035.t1	Montipora_capitata_KBHIv3___RNAseq.g47035.t1	0	FALSE	7.533	3	2	2	1	1052	117.9	6.7	2.21	2	1			18.8	21.5	22.6	19.3	21.1	19.8	16	17.2	11.8	21.7	12.4	34.5	27.9	24.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12739.t1	Montipora_capitata_KBHIv3___RNAseq.g12739.t1	0	FALSE	7.295	21	2	3	2	106	11.8	9.23	4.32	2	0			91.6	128.9	149	122.9	97.6	90.4	174.8	200	81.2	106.7	204.5	101.8	129.9	116.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20280.t1	Montipora_capitata_KBHIv3___RNAseq.g20280.t1	0.011	FALSE	1.668	6	1	1	1	198	22	8.75	1.74	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3390.t1	Montipora_capitata_KBHIv3___RNAseq.g3390.t1	0	FALSE	72.236	19	12	28	11	990	112.4	7.93	32.84	12	2	7452	1211.4	1335.9	1177.4	1132.8	1079.2	960.4	991.6	934.6	963.7	927.4	1426.5	1096.3	947.4	986.9	1461.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27874.t1	Montipora_capitata_KBHIv3___RNAseq.g27874.t1	0.002	FALSE	2.755	6	1	1	1	211	24.2	6.61	0	1	0			187.9	181	148.4	188.3	169.1	153.3	155	154.3	212.3	212.8	181.7	189.7	177	183.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9604.t1	Montipora_capitata_KBHIv3___RNAseq.g9604.t1	0	FALSE	10.463	12	4	4	4	441	50.4	4.86	2.04	4	0		197.9	81.5	101.1	61.3	53.3	58	60.8	63	62.8	86.4	92.8	104.4	83.3	75.9	79.1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22110.t1	Montipora_capitata_KBHIv3___RNAseq.g22110.t1	0	FALSE	108.452	44	21	33	21	676	74.1	6.99	44.36	21	0		1053.1	2261.1	2606.6	2614.3	2287.9	2396.7	2464.3	2929.8	3184.9	1904	2316.4	2628	2240.5	2076	2649.6	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29142.t1	Montipora_capitata_KBHIv3___RNAseq.g29142.t1	0.022	FALSE	1.319	5	1	1	1	141	16	4.83	0	1	0			67.7	74.3	56	70.3	53.3	70.2	56.8	52.5	74	71.2	40	64.3	63.7	66.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26033.t1	Montipora_capitata_KBHIv3___RNAseq.g26033.t1	0	FALSE	5.33	16	2	2	2	154	15.8	9.04	2.44	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g18863.t2	Montipora_capitata_KBHIv3___TS.g18863.t2	0	FALSE	17.252	9	7	9	7	687	75.6	6.98	7.89	7	0		421.3	170.2	155.9	179	214.7	217.3	191.2	141.4	145.7	152.7	133.6	157.5	92.7	169.8	184	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26954.t1	Montipora_capitata_KBHIv3___RNAseq.g26954.t1	0.011	FALSE	1.682	1	1	1	1	957	107.9	6.01	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42787.t1	Montipora_capitata_KBHIv3___RNAseq.g42787.t1	0	FALSE	21.125	20	5	6	5	312	35.3	5.27	5.47	5	0	1194.3	534	427.3	517.5	275	295.2	407	297.1	218.3	265	565.6	513.3	333.7	405.6	365	417.1	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23859.t1	Montipora_capitata_KBHIv3___RNAseq.g23859.t1	0.004	FALSE	2.193	5	1	1	1	276	30.6	6.14	1.73	1	0																	Not Found	Not Found	High	High	High	Not Found	High	High	Not Found	High	Not Found	High	High	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g25960.t1	Montipora_capitata_KBHIv3___TS.g25960.t1	0	FALSE	5.419	4	2	2	2	503	56.5	5.17	1.63	2	0			18.5	21.7	17	7.7	12.8	12.5	14.5	17.9	16	19.4	18.5	21.8	10.7	16.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6826.t1	Montipora_capitata_KBHIv3___RNAseq.g6826.t1	0.001	FALSE	4.713	13	1	1	1	147	16	5.3	3.37	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g20849.t1	Montipora_capitata_KBHIv3___TS.g20849.t1	0	FALSE	152.184	27	40	56	40	1452	162.9	5.45	57.71	40	0	875.4	3646.8	3183	3216.3	2598.3	3125.5	2974.8	3212.8	2426.1	1975.8	3161.7	3455.9	2483.5	2957.3	2627.3	3189.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22774.t1	Montipora_capitata_KBHIv3___RNAseq.g22774.t1	0	FALSE	9.238	7	2	2	2	400	43.7	4.58	2.34	2	0		1308.9	394.8	382.3	462.1	446.3	345.3	431.8	399.1	312.4	377.7	397.1	296.4	263.4	311.6	359.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g584.t2	Montipora_capitata_KBHIv3___RNAseq.g584.t2	0.002	FALSE	2.446	1	1	1	1	2540	280	6.46	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g8149.t2	Montipora_capitata_KBHIv3___TS.g8149.t2	0.006	FALSE	1.981	3	1	1	1	259	30	7.72	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15928.t1	Montipora_capitata_KBHIv3___RNAseq.g15928.t1	0.002	FALSE	2.255	2	1	1	1	749	83.8	7.59	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26563.t2	Montipora_capitata_KBHIv3___RNAseq.g26563.t2	0	FALSE	85.054	22	19	32	18	1096	122.1	5.47	34.28	19	1	254.4	1855.3	1302.1	1810.6	1429.2	1218.7	1732.8	1555.3	1714	1466	1008	1470.7	1654	1342.1	1991.9	1783.6	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g1135.t1	Montipora_capitata_KBHIv3___RNAseq.g1135.t1	0	FALSE	14.409	7	5	5	5	700	78.7	8.78	2.55	5	0			203	179.6	316.4	312.4	370.3	356.5	286.4	312.2	150.2	212.3	319.6	197.1	220.4	191.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g13853.t1	Montipora_capitata_KBHIv3___TS.g13853.t1	0.001	FALSE	4.811	3	2	2	2	858	97.4	8.72	0	2	0			61.7	45.9	70	69.4	71	85.5	58.3	66.7	68.2	58.6	51.1	50.3	77.9	57.4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
